Filename,"Personal category"
"File:Andrea Franzoni (Legavolley 2017).jpg","Category:Andrea Franzoni (volleyball player)"
"File:Andrea Galliani (Legavolley 2017).jpg","Category:Andrea Galliani"
"File:Andrea Giovi (Legavolley 2017).jpg","Category:Andrea Giovi"
"File:Andrea Ippolito (Legavolley 2017).jpg","Category:Andrea Ippolito"
"File:Andrea Lanci (Legavolley 2017).jpg","Category:Andrea Lanci"
"File:Andrea Marchisio (Legavolley 2017).jpg","Category:Andrea Marchisio (volleyball)"
"File:Andrea Masini (Legavolley 2017).jpg","Category:Andrea Masini"
"File:Andrea Mattei (Legavolley 2017).jpg","Category:Andrea Mattei"
"File:Andrea Olivati (Legavolley 2017).jpg","Category:Andrea Olivati"
"File:Andrea Rondoni (Legavolley 2017).jpg","Category:Andrea Rondoni"
"File:Andrea Rossi (Legavolley 2017).jpg","Category:Andrea Rossi"
"File:Andrea Santangelo (Legavolley 2017).jpg","Category:Andrea Santangelo"
"File:Andrea Torre (Legavolley 2017).jpg","Category:Andrea Torre"
"File:Andrej Ristic (Legavolley 2017).jpg","Category:Andrej Ristic"
"File:Angel Javier Perez Rivera (Legavolley 2017).jpg",
"File:Antonino Suraci (Legavolley 2017).jpg","Category:Antonino Suraci"
"File:Antonio Anselmo (Legavolley 2017).jpg","Category:Antonio Anselmo"
"File:Antonio Cargioli (Legavolley 2017).jpg","Category:Antonio Cargioli"
"File:Antonio Corvetta (Legavolley 2017).jpg","Category:Antonio Corvetta"
"File:Antonio De Paola (Legavolley 2017).jpg","Category:Antonio De Paola"
"File:Antonio Jun Lavanga (Legavolley 2017).jpg","Category:Antonio Jun Lavanga"
"File:Antonio Smiriglia (Legavolley 2017).jpg","Category:Antonio Smiriglia"
"File:Arturo Iglesias (Legavolley 2017).jpg","Category:Arturo Iglesias"
"File:Athos Ferreira Costa (Legavolley 2017).jpg","Category:Athos Ferreira Costa"
"File:Augusto Quarta (Legavolley 2017).jpg","Category:Augusto Quarta"
"File:Bartlomiej Lipinski (Legavolley 2017).jpg","Category:Bartlomiej Lipinski"
"File:Benjamin Patch (Legavolley 2017).jpg","Category:Benjamin Patch"
"File:Bernardo Calistri (Legavolley 2017).jpg","Category:Bernardo Calistri"
"File:Brett James Walsh (Legavolley 2017).jpg","Category:Brett James Walsh"
"File:Bruno Bruninho Mossa De Rezende (Legavolley 2017).jpg","Category:Bruno Rezende"
"File:Bruno Canuto (Legavolley 2017).jpg","Category:Bruno Canuto"
"File:Caio Alexandre De Oliveira (Legavolley 2017).jpg","Category:Caio Alexandre De Oliveira"
"File:Calogero Tulone (Legavolley 2017).jpg","Category:Calogero Tulone"
"File:Carlo De Angelis (Legavolley 2017).jpg","Category:Carlo De Angelis"
"File:Carmelo Gitto (Legavolley 2017).jpg","Category:Carmelo Gitto"
"File:Cesare Casulli (Legavolley 2017).jpg","Category:Cesare Casulli"
"File:Cesare Gradi (Legavolley 2017).jpg","Category:Cesare Gradi"
"File:Chono Penchev (Legavolley 2017).jpg","Category:Chono Penchev"
"File:Claudio Cattaneo (Legavolley 2017).jpg","Category:Claudio Cattaneo"
"File:Conrad Kaminski (Legavolley 2017).jpg","Category:Conrad Kaminski"
"File:Cosimo Marco Piscopo (Legavolley 2017).jpg","Category:Marco Cosimo Piscopo"
"File:Cristian Gabriel Poglajen (Legavolley 2017).jpg","Category:Cristian Poglajen"
"File:Cristian Savani (Legavolley 2017).jpg","Category:Cristian Savani"
"File:Damian Domagala (Legavolley 2017).jpg","Category:Damian Domagala"
"File:Damiano Valsecchi (Legavolley 2017).jpg","Category:Damiano Valsecchi"
"File:Danail Milushev (Legavolley 2017).jpg","Category:Danail Milushev"
"File:Daniele Albergati (Legavolley 2017).jpg","Category:Daniele Albergati"
"File:Daniele Cro' (Legavolley 2017).jpg","Category:Daniele Cro'"
"File:Daniele De Pandis (Legavolley 2017).jpg","Category:Daniele De Pandis"
"File:Daniele Lavia (Legavolley 2017).jpg","Category:Daniele Lavia"
"File:Daniele Mazzone (Legavolley 2017).jpg","Category:Daniele Mazzone"
"File:Daniele Sottile (Legavolley 2017).jpg","Category:Daniele Sottile"
"File:Daniele Tomassetti (Legavolley 2017).jpg","Category:Daniele Tomassetti"
"File:Danilo De Santis (Legavolley 2017).jpg","Category:Danilo De Santis"
"File:Dante Boninfante (Legavolley 2017).jpg","Category:Dante Boninfante"
"File:Dario Monguzzi (Legavolley 2017).jpg","Category:Dario Monguzzi"
"File:Dario Ribezzo (Legavolley 2017).jpg","Category:Dario Ribezzo"
"File:Davide Benaglia (Legavolley 2017).jpg","Category:Davide Benaglia"
"File:Davide Brunetti (Legavolley 2017).jpg","Category:Davide Brunetti"
"File:Davide Candellaro (Legavolley 2017).jpg","Category:Davide Candellaro"
"File:Davide Cester (Legavolley 2017).jpg","Category:Davide Cester"
"File:Davide Esposito (Legavolley 2017).jpg","Category:Davide Esposito"
"File:Davide Gardini (Legavolley 2017).jpg","Category:Davide Gardini"
"File:Davide Luigi Russo (Legavolley 2017).jpg","Category:Davide Luigi Russo"
"File:Davide Marra (Legavolley 2017).jpg","Category:Davide Marra"
"File:Davide Montò (Legavolley 2017).jpg","Category:Davide Montò"
"File:Davide Morgese (Legavolley 2017).jpg","Category:Davide Morgese"
"File:Davide Quartarone (Legavolley 2017).jpg","Category:Davide Quartarone"
"File:Deivid Junior Costa (Legavolley 2017).jpg","Category:Deivid Junior Costa"
"File:Diego Bernieri Di Lucca (Legavolley 2017).jpg","Category:Diego Bernieri Di Lucca"
"File:Diego Cantagalli (Legavolley 2017).jpg","Category:Diego Cantagalli"
"File:Diego Villotti (Legavolley 2017).jpg","Category:Diego Villotti"
"File:Djalma Moreira (Legavolley 2017).jpg","Category:Djalma Moreira"
"File:Dmitriy Shavrak (Legavolley 2017).jpg","Category:Dmitriy Shavrak"
"File:Domenico Cavaccini (Legavolley 2017).jpg","Category:Domenico Cavaccini"
"File:Domenico Maiorana (Legavolley 2017).jpg","Category:Domenico Maiorana"
"File:Domenico Pace (Legavolley 2017).jpg","Category:Domenico Pace"
"File:Donato Musardo (Legavolley 2017).jpg","Category:Donato Musardo"
"File:Donovan Dzavoronok (Legavolley 2017).jpg","Category:Donovan Dzavoronok"
"File:Dore Della Lunga (Legavolley 2017).jpg","Category:Dore Della Lunga"
"File:Dragan Stankovic (Legavolley 2017).jpg","Category:Dragan Stanković"
"File:Dragan Travica (Legavolley 2017).jpg","Category:Dragan Travica"
"File:Dusan Bonacic (Legavolley 2017).jpg","Category:Dusan Bonacic"
"File:Dusan Petkovic (Legavolley 2017).jpg","Category:Dusan Petkovic"
"File:Earvin Ngapeth (Legavolley 2017).jpg","Category:Earvin N'Gapeth"
"File:Eder Carbonera (Legavolley 2017).jpg",
"File:Edoardo Caneschi (Legavolley 2017).jpg","Category:Edoardo Caneschi"
"File:Edoardo Picco (Legavolley 2017).jpg","Category:Edoardo Picco"
"File:Elia Bossi (Legavolley 2017).jpg","Category:Elia Bossi"
"File:Emanuele Birarelli (Legavolley 2017).jpg","Category:Emanuele Birarelli"
"File:Emanuele Bosio (Legavolley 2017).jpg","Category:Emanuele Bosio"
"File:Emanuele Maria Marra (Legavolley 2017).jpg","Category:Emanuele Maria Marra"
"File:Emanuele Sorlini (Legavolley 2017).jpg","Category:Emanuele Sorlini"
"File:Emanuele Spampinato (Legavolley 2017).jpg","Category:Emanuele Spampinato"
"File:Emiliano Cortellazzi (Legavolley 2017).jpg","Category:Emiliano Cortellazzi"
"File:Enrico Cester (Legavolley 2017).jpg","Category:Enrico Cester"
"File:Enrico Diamantini (Legavolley 2017).jpg","Category:Enrico Diamantini"
"File:Enrico Guarienti Zappoli (Legavolley 2017).jpg","Category:Enrico Guarienti Zappoli"
"File:Enrico Lazzaretto (Legavolley 2017).jpg","Category:Enrico Lazzaretto"
"File:Enrico Libraro (Legavolley 2017).jpg","Category:Enrico Libraro"
"File:Enrico Pilotto (Legavolley 2017).jpg","Category:Enrico Pilotto"
"File:Enrico Statuto (Legavolley 2017).jpg","Category:Enrico Statuto"
"File:Eric Mochalski (Legavolley 2017).jpg","Category:Eric Mochalski"
"File:Erik Thomas Shoji (Legavolley 2017).jpg","Category:Erik Shoji"
"File:Erminio Russo (Legavolley 2017).jpg","Category:Erminio Russo"
"File:Ernesto Torchia (Legavolley 2017).jpg","Category:Ernesto Torchia"
"File:Fabio Balaso (Legavolley 2017).jpg","Category:Fabio Balaso"
"File:Fabio Bisi (Legavolley 2017).jpg","Category:Fabio Bisi"
"File:Fabio Fanuli (Legavolley 2017).jpg","Category:Fabio Fanuli"
"File:Fabio Losco (Legavolley 2017).jpg","Category:Fabio Losco"
"File:Fabio Ricci (Legavolley 2017).jpg","Category:Fabio Ricci"
"File:Fabrizio Garofolo (Legavolley 2017).jpg","Category:Fabrizio Garofolo"
"File:Fatijon Tasholli (Legavolley 2017).jpg","Category:Fatijon Tasholli"
"File:Federico Bargi (Legavolley 2017).jpg","Category:Federico Bargi"
"File:Federico Bianchini (Legavolley 2017).jpg","Category:Federico Bianchini"
"File:Federico Bonami (Legavolley 2017).jpg","Category:Federico Bonami"
"File:Federico Fiori (Legavolley 2017).jpg","Category:Federico Fiori"
"File:Federico Marrazzo (Legavolley 2017).jpg","Category:Federico Marrazzo"
"File:Federico Marretta (Legavolley 2017).jpg","Category:Federico Marretta"
"File:Federico Mazza (Legavolley 2017).jpg","Category:Federico Mazza"
"File:Federico Reina (Legavolley 2017).jpg","Category:Federico Reina"
"File:Federico Rossatti (Legavolley 2017).jpg","Category:Federico Rossatti"
"File:Federico Tosi (Legavolley 2017).jpg","Category:Federico Tosi"
"File:Felice Sette (Legavolley 2017).jpg","Category:Felice Sette"
"File:Ferdinando Della Volpe (Legavolley 2017).jpg","Category:Ferdinando Della Volpe"
"File:Fernando Gabriel Garnica (Legavolley 2017).jpg","Category:Fernando Gabriel Garnica"
"File:Filippo Agostini (Legavolley 2017).jpg","Category:Filippo Agostini"
"File:Filippo Boesso (Legavolley 2017).jpg","Category:Filippo Boesso"
"File:Filippo Ciulli (Legavolley 2017).jpg","Category:Filippo Ciulli"
"File:Filippo Federici (Legavolley 2017).jpg","Category:Filippo Federici"
"File:Filippo Lanza (Legavolley 2017).jpg","Category:Filippo Lanza"
"File:Filippo Maccabruni (Legavolley 2017).jpg","Category:Filippo Maccabruni"
"File:Filippo Maffeis (Legavolley 2017).jpg","Category:Filippo Maffeis"
"File:Filippo Nannini (Legavolley 2017).jpg","Category:Filippo Nannini"
"File:Filippo Pochini (Legavolley 2017).jpg","Category:Filippo Pochini"
"File:Filippo Taliani (Legavolley 2017).jpg","Category:Filippo Taliani"
"File:Filippo Vedovotto (Legavolley 2017).jpg","Category:Filippo Vedovotto"
"File:Flavio Amouah (Legavolley 2017).jpg","Category:Flavio Amouah"
"File:Francesco Astarita (Legavolley 2017).jpg","Category:Francesco Astarita"
"File:Francesco Avelli (Legavolley 2017).jpg","Category:Francesco Avelli"
"File:Francesco Corrado (Legavolley 2017).jpg","Category:Francesco Corrado"
"File:Francesco Cottarelli (Legavolley 2017).jpg","Category:Francesco Cottarelli"
"File:Francesco D'Amico (Legavolley 2017).jpg","Category:Francesco D'Amico"
"File:Francesco De Marchi (Legavolley 2017).jpg","Category:Francesco De Marchi"
"File:Francesco Del Vecchio (Legavolley 2017).jpg","Category:Francesco Del Vecchio"
"File:Francesco Pison (Legavolley 2017).jpg","Category:Francesco Pison"
"File:Francesco Pricoco (Legavolley 2017).jpg","Category:Francesco Pricoco"
"File:Francesco Recine (Legavolley 2017).jpg","Category:Francesco Recine"
"File:Francesco Sideri (Legavolley 2017).jpg","Category:Francesco Sideri"
"File:Francesco Zoppellari (Legavolley 2017).jpg","Category:Francesco Zoppellari"
"File:Francisco Ruiz (Legavolley 2017).jpg","Category:Francisco Ruiz (volleyball player)"
"File:Franco Arezzo Di Trifiletti (Legavolley 2017).jpg","Category:Franco Arezzo Di Trifiletti"
"File:Francois Lecat (Legavolley 2017).jpg","Category:Francois Lecat"
"File:Frantisek Ogurcak (Legavolley 2017).jpg",
"File:Gabriel Michael Vega (Legavolley 2017).jpg","Category:Gabriel Michael Vega"
"File:Gabriele Di Martino (Legavolley 2017).jpg","Category:Gabriele Di Martino"
"File:Gabriele Maruotti (Legavolley 2017).jpg","Category:Gabriele Maruotti"
"File:Gabriele Nelli (Legavolley 2017).jpg","Category:Gabriele Nelli"
"File:Gabriele Robbiati (Legavolley 2017).jpg","Category:Gabriele Robbiati"
"File:Georgi Seganov (Legavolley 2017).jpg","Category:Georgi Seganov"
"File:Georgios Tzioumakas (Legavolley 2017).jpg","Category:Georgios Tzioumakas"
"File:Giacomo Bellei (Legavolley 2017).jpg","Category:Giacomo Bellei"
"File:Giacomo De Fabritiis (Legavolley 2017).jpg","Category:Giacomo De Fabritiis"
"File:Giacomo Leoni (Legavolley 2017).jpg","Category:Giacomo Leoni (volleyball player)"
"File:Giacomo Percoco (Legavolley 2017).jpg","Category:Giacomo Percoco"
"File:Giacomo Raffaelli (Legavolley 2017).jpg","Category:Giacomo Raffaelli (volleyball player)"
"File:Giancarlo Rau (Legavolley 2017).jpg","Category:Giancarlo Rau"
"File:Gianluca Bisci (Legavolley 2017).jpg","Category:Gianluca Bisci"
"File:Gianluca Dal Corso (Legavolley 2017).jpg","Category:Gianluca Dal Corso"
"File:Gianluca Galassi (Legavolley 2017).jpg","Category:Gianluca Galassi"
"File:Gianluca Loglisci (Legavolley 2017).jpg","Category:Gianluca Loglisci"
"File:Gianluca Pellegrinelli (Legavolley 2017).jpg","Category:Gianluca Pellegrinelli"
"File:Giorgio De Togni (Legavolley 2017).jpg","Category:Giorgio De Togni"
"File:Giovanni Candeago (Legavolley 2017).jpg","Category:Giovanni Candeago"
"File:Giovanni Maria Gargiulo (Legavolley 2017).jpg","Category:Giovanni Maria Gargiulo"
"File:Giovanni Provvisiero (Legavolley 2017).jpg","Category:Giovanni Provvisiero"
"File:Giulio Mariella (Legavolley 2017).jpg","Category:Giulio Mariella"
"File:Giulio Pinali (Legavolley 2017).jpg","Category:Giulio Pinali"
"File:Giulio Romagnoli (Legavolley 2017).jpg","Category:Giulio Romagnoli"
"File:Giulio Sabbi (Legavolley 2017).jpg","Category:Giulio Sabbi"
"File:Giulio Silva (Legavolley 2017).jpg","Category:Giulio Silva"
"File:Giuseppe Bernardi (Legavolley 2017).jpg","Category:Giuseppe Bernardi (volleyball player)"
"File:Giuseppe Boscaini (Legavolley 2017).jpg","Category:Giuseppe Boscaini"
"File:Giuseppe Longo (Legavolley 2017).jpg","Category:Giuseppe Longo"
"File:Giuseppe Ottaviani (Legavolley 2017).jpg","Category:Giuseppe Ottaviani"
"File:Graziano Maccarone (Legavolley 2017).jpg","Category:Graziano Maccarone"
"File:Guilherme Magnani Hage (Legavolley 2017).jpg","Category:Guilherme Magnani Hage"
"File:Hidde Boswinkel (Legavolley 2017).jpg","Category:Hidde Boswinkel"
"File:Hiosvany Salgado (Legavolley 2017).jpg","Category:Hiosvany Salgado"
"File:Iacopo Botto (Legavolley 2017).jpg","Category:Iacopo Botto"
"File:Igor Jovanovic (Legavolley 2017).jpg","Category:Igor Jovanovic"
"File:Ivan Krachev (Legavolley 2017).jpg","Category:Ivan Krachev"
"File:Ivan Zanettin (Legavolley 2017).jpg","Category:Ivan Zanettin"
"File:Ivan Zaytsev (Legavolley 2017).jpg","Category:Ivan Zaytsev (volleyball player)"
"File:Jacob Link (Legavolley 2017).jpg","Category:Jacob Link"
"File:Jacopo Brandi (Legavolley 2017).jpg","Category:Jacopo Brandi"
"File:Jacopo Fantini (Legavolley 2017).jpg","Category:Jacopo Fantini"
"File:Jacopo Ferrari (Legavolley 2017).jpg","Category:Jacopo Ferrari (volleyball player)"
"File:Jacopo Larizza (Legavolley 2017).jpg","Category:Jacopo Larizza"
"File:Jacopo Massari (Legavolley 2017).jpg","Category:Jacopo Massari"
"File:Jake Langlois (Legavolley 2017).jpg","Category:Jake Langlois"
"File:Jakub Kovac (Legavolley 2017).jpg","Category:Jakub Kovac"
"File:James Shaw (Legavolley 2017).jpg","Category:James Shaw (volleyball player)"
"File:Jan Kozamernik (Legavolley 2017).jpg","Category:Jan Kozamernik"
"File:Jan Willem Snippe (Legavolley 2017).jpg","Category:Jan Willem Snippe"
"File:Janis Peda (Legavolley 2017).jpg","Category:Janis Peda"
"File:Jenia Grebennikov (Legavolley 2017).jpg","Category:Jenia Grebennikov"
"File:Jennings Franciskovic (Legavolley 2017).jpg","Category:Jennings Franciskovic"
"File:Jernej Terpin (Legavolley 2017).jpg","Category:Jernej Terpin"
"File:Jiri Kovar (Legavolley 2017).jpg",
"File:Jordan Corteggiani (Legavolley 2017).jpg","Category:Jordan Corteggiani"
"File:Jordan Richards (Legavolley 2017).jpg","Category:Jordan Richards"
"File:Juan Ignacio Finoli (Legavolley 2017).jpg","Category:Juan Ignacio Finoli"
"File:Kawika Shoji (Legavolley 2017).jpg","Category:Kawika Shoji"
"File:Keriann Crescini (Legavolley 2017).jpg","Category:Keriann Crescini"
"File:Kevin Klinkenberg (Legavolley 2017).jpg",
"File:Klemen Cebulj (Legavolley 2017).jpg","Category:Klemen Čebulj"
"File:Krasimir Georgiev (Legavolley 2017).jpg","Category:Krasimir Georgiev"
"File:Kupono Fey (Legavolley 2017).jpg","Category:Kupono Fey"
"File:Lazar Cirovic (Legavolley 2017).jpg","Category:Lazar Cirovic"
"File:Lazar Koprivica (Legavolley 2017).jpg","Category:Lazar Koprivica"
"File:Leandro Mosca (Legavolley 2017).jpg","Category:Leandro Mosca"
"File:Leano Cetrullo (Legavolley 2017).jpg","Category:Leano Cetrullo"
"File:Leo Andric (Legavolley 2017).jpg","Category:Leo Andrić"
"File:Leon Zaccari (Legavolley 2017).jpg","Category:Leon Zaccari"
"File:Leonardo Baciocco (Legavolley 2017).jpg","Category:Leonardo Baciocco"
"File:Leonardo Battista (Legavolley 2017).jpg","Category:Leonardo Battista"
"File:Leonardo Colli (Legavolley 2017).jpg","Category:Leonardo Colli"
"File:Leonardo Di Renzo (Legavolley 2017).jpg","Category:Leonardo Di Renzo"
"File:Leonardo Lugli (Legavolley 2017).jpg","Category:Leonardo Lugli"
"File:Leonardo Razzetto (Legavolley 2017).jpg","Category:Leonardo Razzetto"
"File:Leonardo Scanferla (Legavolley 2017).jpg","Category:Leonardo Scanferla"
"File:Leonel Marshall (Legavolley 2017).jpg","Category:Leonel Marshall"
"File:Lorenz Koraimann (Legavolley 2017).jpg","Category:Lorenz Koraimann"
"File:Lorenzo Calonico (Legavolley 2017).jpg","Category:Lorenzo Calonico"
"File:Lorenzo Codarin (Legavolley 2017).jpg","Category:Lorenzo Codarin"
"File:Lorenzo Cortesia (Legavolley 2017).jpg","Category:Lorenzo Cortesia"
"File:Lorenzo Maretti (Legavolley 2017).jpg","Category:Lorenzo Maretti"
"File:Lorenzo Piazza (Legavolley 2017).jpg","Category:Lorenzo Piazza"
"File:Lorenzo Sperotto (Legavolley 2017).jpg","Category:Lorenzo Sperotto"
"File:Loris Manià (Legavolley 2017).jpg","Category:Loris Manià"
"File:Louis Caccioppola (Legavolley 2017).jpg","Category:Louis Caccioppola"
"File:Luca Bigarelli (Legavolley 2017).jpg","Category:Luca Bigarelli"
"File:Luca Borgogno (Legavolley 2017).jpg","Category:Luca Borgogno"
"File:Luca Bucciarelli (Legavolley 2017).jpg","Category:Luca Bucciarelli"
"File:Luca Butti (Legavolley 2017).jpg","Category:Luca Butti"
"File:Luca Innocenti (Legavolley 2017).jpg","Category:Luca Innocenti"
"File:Luca Maria Bonisoli (Legavolley 2017).jpg","Category:Luca Maria Bonisoli"
"File:Luca Presta (Legavolley 2017).jpg","Category:Luca Presta"
"File:Luca Sartori (Legavolley 2017).jpg","Category:Luca Sartori"
"File:Luca Spagnuolo (Legavolley 2017).jpg","Category:Luca Spagnuolo"
"File:Luca Spirito (Legavolley 2017).jpg","Category:Luca Spirito"
"File:Luca Vettori (Legavolley 2017).jpg","Category:Luca Vettori"
"File:Lucas Thomaz Ribeiro (Legavolley 2017).jpg","Category:Lucas Thomaz Ribeiro"
"File:Lucas Van Berkel (Legavolley 2017).jpg","Category:Lucas Van Berkel"
"File:Lucas Yoder (Legavolley 2017).jpg","Category:Lucas Yoder"
"File:Luciano De Cecco (Legavolley 2017).jpg","Category:Luciano De Cecco"
"File:Ludovico Carminati (Legavolley 2017).jpg","Category:Ludovico Carminati (volleyball player)"
"File:Ludovico Dolfo (Legavolley 2017).jpg","Category:Ludovico Dolfo"
"File:Ludovico Giuliani (Legavolley 2017).jpg","Category:Ludovico Giuliani"
"File:Luigi Randazzo (Legavolley 2017).jpg","Category:Luigi Randazzo"
"File:Luigi Sordella (Legavolley 2017).jpg","Category:Luigi Sordella"
"File:Luis Fernando Joventino Venceslau (Legavolley 2017).jpg","Category:Luis Fernando Joventino Venceslau"
"File:Maarten Van Garderen (Legavolley 2017).jpg","Category:Maarten Van Garderen"
"File:Manuel Biasotto (Legavolley 2017).jpg","Category:Manuel Biasotto"
"File:Manuel Coscione (Legavolley 2017).jpg","Category:Manuel Coscione"
"File:Manuele Marchiani (Legavolley 2017).jpg","Category:Manuele Marchiani"
"File:Marco Cubito (Legavolley 2017).jpg","Category:Marco Cubito"
"File:Marco Evan Ferreira (Legavolley 2017).jpg","Category:Marco Evan Ferreira"
"File:Marco Fabroni (Legavolley 2017).jpg","Category:Marco Fabroni"
"File:Marco Izzo (Legavolley 2017).jpg","Category:Marco Izzo"
"File:Marco Lucarelli (Legavolley 2017).jpg","Category:Marco Lucarelli"
"File:Marco Pierotti (Legavolley 2017).jpg","Category:Marco Pierotti"
"File:Marco Rizzo (Legavolley 2017).jpg","Category:Marco Rizzo (volleyball player)"
"File:Marco Rocco Panciocco (Legavolley 2017).jpg","Category:Marco Rocco Panciocco"
"File:Marco Santucci (Legavolley 2017).jpg","Category:Marco Santucci (volleyball player)"
"File:Marco Vacchiano (Legavolley 2017).jpg","Category:Marco Vacchiano"
"File:Marco Vitelli (Legavolley 2017).jpg","Category:Marco Vitelli"
"File:Marco Volpato (Legavolley 2017).jpg","Category:Marco Volpato"
"File:Marco Zauli (Legavolley 2017).jpg","Category:Marco Zauli"
"File:Mario Ferraro (Legavolley 2017).jpg","Category:Mario Ferraro"
"File:Mario Giacobelli (Legavolley 2017).jpg","Category:Mario Giacobelli"
"File:Mario Manginelli (Legavolley 2017).jpg","Category:Mario Manginelli"
"File:Mario Mercorio (Legavolley 2017).jpg","Category:Mario Mercorio"
"File:Marko Podrascanin (Legavolley 2017).jpg","Category:Marko Podraščanin"
"File:Martin Alberto Kindgard (Legavolley 2017).jpg","Category:Martin Alberto Kindgard"
"File:Martin Nemec (Legavolley 2017).jpg","Category:Martin Nemec"
"File:Martins Arasomwan (Legavolley 2017).jpg","Category:Martins Arasomwan"
"File:Massimiliano Cioffi (Legavolley 2017).jpg","Category:Massimiliano Cioffi"
"File:Massimiliano Prandi (Legavolley 2017).jpg","Category:Massimiliano Prandi"
"File:Massimo Colaci (Legavolley 2017).jpg","Category:Massimo Colaci"
"File:Massimo Gaspari (Legavolley 2017).jpg","Category:Massimo Gaspari"
"File:Massimo Zanardini (Legavolley 2017).jpg","Category:Massimo Zanardini"
"File:Matej Cernic (Legavolley 2017).jpg","Category:Matej Černič"
"File:Matheus Motzo (Legavolley 2017).jpg","Category:Matheus Motzo"
"File:Matteo Beltrami (Legavolley 2017).jpg","Category:Matteo Beltrami"
"File:Matteo Bertoli (Legavolley 2017).jpg","Category:Matteo Bertoli"
"File:Matteo Boffi (Legavolley 2017).jpg","Category:Matteo Boffi"
"File:Matteo Bolla (Legavolley 2017).jpg","Category:Matteo Bolla"
"File:Matteo Bortolozzo (Legavolley 2017).jpg","Category:Matteo Bortolozzo"
"File:Matteo Chiappa (Legavolley 2017).jpg","Category:Matteo Chiappa"
"File:Matteo Paoletti (Legavolley 2017).jpg","Category:Matteo Paoletti"
"File:Matteo Paris (Legavolley 2017).jpg","Category:Matteo Paris"
"File:Matteo Pedron (Legavolley 2017).jpg","Category:Matteo Pedron"
"File:Matteo Piano (Legavolley 2017).jpg","Category:Matteo Piano"
"File:Matteo Pistolesi (Legavolley 2017).jpg","Category:Matteo Pistolesi"
"File:Matteo Pizzichini (Legavolley 2017).jpg","Category:Matteo Pizzichini"
"File:Matteo Riva (Legavolley 2017).jpg","Category:Matteo Riva"
"File:Matteo Segoni (Legavolley 2017).jpg","Category:Matteo Segoni"
"File:Matteo Sperandio (Legavolley 2017).jpg","Category:Matteo Sperandio"
"File:Matteo Zamagni (Legavolley 2017).jpg","Category:Matteo Zamagni"
"File:Matteo Zanini (Legavolley 2017).jpg","Category:Matteo Zanini"
"File:Matthew Pollock (Legavolley 2017).jpg","Category:Matthew Pollock"
"File:Mattia Briglia (Legavolley 2017).jpg","Category:Mattia Briglia"
"File:Mattia Della Rosa (Legavolley 2017).jpg","Category:Mattia Della Rosa"
"File:Mattia Minnoni (Legavolley 2017).jpg","Category:Mattia Minnoni"
"File:Mattia Rosso (Legavolley 2017).jpg","Category:Mattia Rosso"
"File:Mauricio Zanette Mugnaini (Legavolley 2017).jpg","Category:Mauricio Zanette Mugnaini"
"File:Mauro Sacripanti (Legavolley 2017).jpg","Category:Mauro Sacripanti"
"File:Maxwell Philip Holt (Legavolley 2017).jpg","Category:Maxwell Holt"
"File:Micah Christenson (Legavolley 2017).jpg","Category:Micah Christenson"
"File:Michael Menardo (Legavolley 2017).jpg","Category:Michael Menardo"
"File:Michael Menicali (Legavolley 2017).jpg","Category:Michael Menicali"
"File:Michael Zanni (Legavolley 2017).jpg","Category:Michael Zanni"
"File:Michal Finger (Legavolley 2017).jpg","Category:Michal Finger"
"File:Michele Baranowicz (Legavolley 2017).jpg","Category:Michele Baranowicz"
"File:Michele Bergoli (Legavolley 2017).jpg","Category:Michele Bergoli"
"File:Michele Fedrizzi (Legavolley 2017).jpg","Category:Michele Fedrizzi"
"File:Michele Grassano (Legavolley 2017).jpg","Category:Michele Grassano"
"File:Michele Groppi (Legavolley 2017).jpg","Category:Michele Groppi"
"File:Michele Leone (Legavolley 2017).jpg","Category:Michele Leone"
"File:Michele Marinelli (Legavolley 2017).jpg","Category:Michele Marinelli"
"File:Michele Morelli (Legavolley 2017).jpg","Category:Michele Morelli (volleyball player)"
"File:Michele Parusso (Legavolley 2017).jpg","Category:Michele Parusso"
"File:Michele Raffaele (Legavolley 2017).jpg","Category:Michele Raffaele"
"File:Michele Simoni (Legavolley 2017).jpg","Category:Michele Simoni"
"File:Miguel Gutierrez (Legavolley 2017).jpg","Category:Miguel Gutierrez"
"File:Milan Bencz (Legavolley 2017).jpg","Category:Milan Bencz"
"File:Milan Peslac (Legavolley 2017).jpg","Category:Milan Peslac"
"File:Milos Culafic (Legavolley 2017).jpg","Category:Milos Culafic"
"File:Milosz Hebda (Legavolley 2017).jpg","Category:Milosz Hebda"
"File:Mirco Cristofaletti (Legavolley 2017).jpg","Category:Mirco Cristofaletti"
"File:Mirko Baratti (Legavolley 2017).jpg","Category:Mirko Baratti"
"File:Mirko Miscione (Legavolley 2017).jpg","Category:Mirko Miscione"
"File:Mirko Torsello (Legavolley 2017).jpg","Category:Mirko Torsello"
"File:Mitar Djuric (Legavolley 2017).jpg","Category:Mitar Đurić"
"File:Mitchell Penning (Legavolley 2017).jpg","Category:Mitchell Penning"
"File:Mohammadjavad Manavinejad (Legavolley 2017).jpg","Category:Mohammadjavad Manavinejad"
"File:Nandy Cruz (Legavolley 2017).jpg","Category:Nandy Cruz"
"File:Natale Monopoli (Legavolley 2017).jpg","Category:Natale Monopoli"
"File:Nicholas Hoag (Legavolley 2017).jpg","Category:Nicholas Hoag"
